area_code,area,item_code,item,comm_code,comm_group,group
4,Algeria,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
4,Algeria,2534,"Roots, Other",c013,Roots and tubers,Primary crops
4,Algeria,2535,Yams,c014,Roots and tubers,Primary crops
4,Algeria,2536,Sugar cane,c015,Sugar crops,Primary crops
4,Algeria,2537,Sugar beet,c016,Sugar crops,Primary crops
4,Algeria,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2555,Soyabeans,c021,Oil crops,Primary crops
4,Algeria,2552,Groundnuts,c022,Oil crops,Primary crops
4,Algeria,2557,Sunflower seed,c023,Oil crops,Primary crops
4,Algeria,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
4,Algeria,328,Seed cotton,c025,Oil crops,Primary crops
4,Algeria,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
4,Algeria,2561,Sesame seed,c027,Oil crops,Primary crops
4,Algeria,254,"Oil, palm fruit",c028,Oil crops,Primary crops
4,Algeria,2563,Olives (including preserved),c029,Oil crops,Primary crops
4,Algeria,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
4,Algeria,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
4,Algeria,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
4,Algeria,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
4,Algeria,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4,Algeria,2662,Jute,c053,Fibre crops,Primary crops
4,Algeria,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
4,Algeria,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
4,Algeria,2665,Sisal,c056,Fibre crops,Primary crops
4,Algeria,2666,Abaca,c057,Fibre crops,Primary crops
4,Algeria,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
4,Algeria,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
4,Algeria,2672,Rubber,c060,"Tobacco, rubber",Primary crops
4,Algeria,2000,Fodder crops,c061,Fodder crops,Primary crops
4,Algeria,2001,Grazing,c062,Grazing,Primary crops
4,Algeria,2559,Cottonseed,c063,Fibre crops,Crop products
4,Algeria,2562,Palm kernels,c064,Oil crops,Crop products
4,Algeria,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
4,Algeria,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
4,Algeria,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
4,Algeria,2571,Soyabean Oil,c068,Vegetable oils,Crop products
4,Algeria,2572,Groundnut Oil,c069,Vegetable oils,Crop products
4,Algeria,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
4,Algeria,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
4,Algeria,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
4,Algeria,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
4,Algeria,2577,Palm Oil,c074,Vegetable oils,Crop products
4,Algeria,2578,Coconut Oil,c075,Vegetable oils,Crop products
4,Algeria,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
4,Algeria,2580,Olive Oil,c077,Vegetable oils,Crop products
4,Algeria,2581,Ricebran Oil,c078,Vegetable oils,Crop products
4,Algeria,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
4,Algeria,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
4,Algeria,2590,Soyabean Cake,c081,Oil cakes,Crop products
4,Algeria,2591,Groundnut Cake,c082,Oil cakes,Crop products
4,Algeria,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
4,Algeria,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
4,Algeria,2594,Cottonseed Cake,c085,Oil cakes,Crop products
4,Algeria,2595,Palmkernel Cake,c086,Oil cakes,Crop products
4,Algeria,2596,Copra Cake,c087,Oil cakes,Crop products
4,Algeria,2597,Sesameseed Cake,c088,Oil cakes,Crop products
4,Algeria,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
4,Algeria,2655,Wine,c090,Alcohol,Crop products
4,Algeria,2656,Beer,c091,Alcohol,Crop products
4,Algeria,2657,"Beverages, Fermented",c092,Alcohol,Crop products
4,Algeria,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
4,Algeria,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
4,Algeria,2661,Cotton lint,c095,Fibre crops,Crop products
4,Algeria,866,Cattle,c096,Live animals,Livestock
4,Algeria,946,Buffaloes,c097,Live animals,Livestock
4,Algeria,976,Sheep,c098,Live animals,Livestock
4,Algeria,1016,Goats,c099,Live animals,Livestock
4,Algeria,1034,Pigs,c100,Live animals,Livestock
4,Algeria,2029,Poultry Birds,c101,Live animals,Livestock
4,Algeria,1096,Horses,c102,Live animals,Livestock
4,Algeria,1107,Asses,c103,Live animals,Livestock
4,Algeria,1110,Mules,c104,Live animals,Livestock
4,Algeria,1126,Camels,c105,Live animals,Livestock
4,Algeria,1157,"Camelids, other",c106,Live animals,Livestock
4,Algeria,1140,Rabbits and hares,c107,Live animals,Livestock
4,Algeria,1150,"Rodents, other",c108,Live animals,Livestock
4,Algeria,2848,Milk - Excluding Butter,c109,Milk,Livestock products
4,Algeria,2740,"Butter, Ghee",c110,Milk,Livestock products
4,Algeria,2744,Eggs,c111,Eggs,Livestock products
4,Algeria,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
4,Algeria,2731,Bovine Meat,c113,Meat,Livestock products
4,Algeria,2732,Mutton & Goat Meat,c114,Meat,Livestock products
4,Algeria,2733,Pigmeat,c115,Meat,Livestock products
4,Algeria,2734,Poultry Meat,c116,Meat,Livestock products
4,Algeria,2735,"Meat, Other",c117,Meat,Livestock products
4,Algeria,2736,"Offals, Edible",c118,Meat,Livestock products
4,Algeria,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
4,Algeria,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
4,Algeria,2745,Honey,c121,Honey,Livestock products
4,Algeria,2747,Silk,c122,"Hides, skins, wool",Livestock products
4,Algeria,2960,"Fish, Seafood",c123,Fish,Fish
7,Angola,2807,Rice and products,c001,Cereals,Primary crops
7,Angola,2511,Wheat and products,c002,Cereals,Primary crops
7,Angola,2513,Barley and products,c003,Cereals,Primary crops
7,Angola,2514,Maize and products,c004,Cereals,Primary crops
7,Angola,2515,Rye and products,c005,Cereals,Primary crops
7,Angola,2516,Oats,c006,Cereals,Primary crops
7,Angola,2517,Millet and products,c007,Cereals,Primary crops
7,Angola,2518,Sorghum and products,c008,Cereals,Primary crops
7,Angola,2520,"Cereals, Other",c009,Cereals,Primary crops
7,Angola,2531,Potatoes and products,c010,Roots and tubers,Primary crops
7,Angola,2532,Cassava and products,c011,Roots and tubers,Primary crops
7,Angola,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
7,Angola,2534,"Roots, Other",c013,Roots and tubers,Primary crops
7,Angola,2535,Yams,c014,Roots and tubers,Primary crops
7,Angola,2536,Sugar cane,c015,Sugar crops,Primary crops
7,Angola,2537,Sugar beet,c016,Sugar crops,Primary crops
7,Angola,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2555,Soyabeans,c021,Oil crops,Primary crops
7,Angola,2552,Groundnuts,c022,Oil crops,Primary crops
7,Angola,2557,Sunflower seed,c023,Oil crops,Primary crops
7,Angola,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
7,Angola,328,Seed cotton,c025,Oil crops,Primary crops
7,Angola,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
7,Angola,2561,Sesame seed,c027,Oil crops,Primary crops
7,Angola,254,"Oil, palm fruit",c028,Oil crops,Primary crops
7,Angola,2563,Olives (including preserved),c029,Oil crops,Primary crops
7,Angola,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
7,Angola,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
7,Angola,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
7,Angola,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
7,Angola,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
7,Angola,2662,Jute,c053,Fibre crops,Primary crops
7,Angola,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
7,Angola,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
7,Angola,2665,Sisal,c056,Fibre crops,Primary crops
7,Angola,2666,Abaca,c057,Fibre crops,Primary crops
7,Angola,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
7,Angola,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
7,Angola,2672,Rubber,c060,"Tobacco, rubber",Primary crops
7,Angola,2000,Fodder crops,c061,Fodder crops,Primary crops
7,Angola,2001,Grazing,c062,Grazing,Primary crops
7,Angola,2559,Cottonseed,c063,Fibre crops,Crop products
7,Angola,2562,Palm kernels,c064,Oil crops,Crop products
7,Angola,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
7,Angola,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
7,Angola,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
7,Angola,2571,Soyabean Oil,c068,Vegetable oils,Crop products
7,Angola,2572,Groundnut Oil,c069,Vegetable oils,Crop products
7,Angola,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
7,Angola,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
7,Angola,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
7,Angola,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
7,Angola,2577,Palm Oil,c074,Vegetable oils,Crop products
7,Angola,2578,Coconut Oil,c075,Vegetable oils,Crop products
7,Angola,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
7,Angola,2580,Olive Oil,c077,Vegetable oils,Crop products
7,Angola,2581,Ricebran Oil,c078,Vegetable oils,Crop products
7,Angola,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
7,Angola,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
7,Angola,2590,Soyabean Cake,c081,Oil cakes,Crop products
7,Angola,2591,Groundnut Cake,c082,Oil cakes,Crop products
7,Angola,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
7,Angola,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
7,Angola,2594,Cottonseed Cake,c085,Oil cakes,Crop products
7,Angola,2595,Palmkernel Cake,c086,Oil cakes,Crop products
7,Angola,2596,Copra Cake,c087,Oil cakes,Crop products
7,Angola,2597,Sesameseed Cake,c088,Oil cakes,Crop products
7,Angola,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
7,Angola,2655,Wine,c090,Alcohol,Crop products
7,Angola,2656,Beer,c091,Alcohol,Crop products
7,Angola,2657,"Beverages, Fermented",c092,Alcohol,Crop products
7,Angola,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
7,Angola,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
7,Angola,2661,Cotton lint,c095,Fibre crops,Crop products
7,Angola,866,Cattle,c096,Live animals,Livestock
7,Angola,946,Buffaloes,c097,Live animals,Livestock
7,Angola,976,Sheep,c098,Live animals,Livestock
7,Angola,1016,Goats,c099,Live animals,Livestock
7,Angola,1034,Pigs,c100,Live animals,Livestock
7,Angola,2029,Poultry Birds,c101,Live animals,Livestock
7,Angola,1096,Horses,c102,Live animals,Livestock
7,Angola,1107,Asses,c103,Live animals,Livestock
7,Angola,1110,Mules,c104,Live animals,Livestock
7,Angola,1126,Camels,c105,Live animals,Livestock
7,Angola,1157,"Camelids, other",c106,Live animals,Livestock
7,Angola,1140,Rabbits and hares,c107,Live animals,Livestock
7,Angola,1150,"Rodents, other",c108,Live animals,Livestock
7,Angola,2848,Milk - Excluding Butter,c109,Milk,Livestock products
7,Angola,2740,"Butter, Ghee",c110,Milk,Livestock products
7,Angola,2744,Eggs,c111,Eggs,Livestock products
7,Angola,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
7,Angola,2731,Bovine Meat,c113,Meat,Livestock products
7,Angola,2732,Mutton & Goat Meat,c114,Meat,Livestock products
7,Angola,2733,Pigmeat,c115,Meat,Livestock products
7,Angola,2734,Poultry Meat,c116,Meat,Livestock products
7,Angola,2735,"Meat, Other",c117,Meat,Livestock products
7,Angola,2736,"Offals, Edible",c118,Meat,Livestock products
7,Angola,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
7,Angola,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
7,Angola,2745,Honey,c121,Honey,Livestock products
7,Angola,2747,Silk,c122,"Hides, skins, wool",Livestock products
7,Angola,2960,"Fish, Seafood",c123,Fish,Fish
8,Antigua and Barbuda,2807,Rice and products,c001,Cereals,Primary crops
8,Antigua and Barbuda,2511,Wheat and products,c002,Cereals,Primary crops
8,Antigua and Barbuda,2513,Barley and products,c003,Cereals,Primary crops
8,Antigua and Barbuda,2514,Maize and products,c004,Cereals,Primary crops
8,Antigua and Barbuda,2515,Rye and products,c005,Cereals,Primary crops
8,Antigua and Barbuda,2516,Oats,c006,Cereals,Primary crops
8,Antigua and Barbuda,2517,Millet and products,c007,Cereals,Primary crops
8,Antigua and Barbuda,2518,Sorghum and products,c008,Cereals,Primary crops
8,Antigua and Barbuda,2520,"Cereals, Other",c009,Cereals,Primary crops
8,Antigua and Barbuda,2531,Potatoes and products,c010,Roots and tubers,Primary crops
8,Antigua and Barbuda,2532,Cassava and products,c011,Roots and tubers,Primary crops
8,Antigua and Barbuda,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
8,Antigua and Barbuda,2534,"Roots, Other",c013,Roots and tubers,Primary crops
8,Antigua and Barbuda,2535,Yams,c014,Roots and tubers,Primary crops
8,Antigua and Barbuda,2536,Sugar cane,c015,Sugar crops,Primary crops
8,Antigua and Barbuda,2537,Sugar beet,c016,Sugar crops,Primary crops
8,Antigua and Barbuda,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2555,Soyabeans,c021,Oil crops,Primary crops
8,Antigua and Barbuda,2552,Groundnuts,c022,Oil crops,Primary crops
8,Antigua and Barbuda,2557,Sunflower seed,c023,Oil crops,Primary crops
8,Antigua and Barbuda,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
8,Antigua and Barbuda,328,Seed cotton,c025,Oil crops,Primary crops
8,Antigua and Barbuda,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
8,Antigua and Barbuda,2561,Sesame seed,c027,Oil crops,Primary crops
8,Antigua and Barbuda,254,"Oil, palm fruit",c028,Oil crops,Primary crops
8,Antigua and Barbuda,2563,Olives (including preserved),c029,Oil crops,Primary crops
8,Antigua and Barbuda,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
8,Antigua and Barbuda,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
8,Antigua and Barbuda,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
