"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164"
"1",1048.79700675979,1937.58974965933,312.889715644396,29031.7712167858,924.928148005082,236.060947231895,153.484058986809,5063.80240309007,1430.12416042404,3993874.72275561,14525.2783783873,11701.1813463858,2602.93786293963,17.9850224307448,17124.9655637165,78.7038828787631,54.9855970513627,385.937268211654,2166.4959555043,91.4498126514553,64.9689702645709,332.074619664213,3105.91538036245,2161.33222794047,8251.06883138494,4201.38383834959,109.963181475463,12.0320822736931,26.4418523352291,19.4480419687734,8499.17804735712,15094.9000003326,1083.08758777546,30694.0029067458,232.00937240271,144.008610782746,720.340477271352,77.6971139484411,1475.06265846642,422.70922876886,391.644832514616,550.563787000708,2383.7475366991,75093.8866073197,16.908897684313,0,3055.24518351464,677.244455517805,2287.80612011791,324.673432979499,1064.23820216708,33.7532678580577,14136.5959968729,2057.58428744593,147.911977894193,2492.63886540127,122734.327990885,181.098092925468,28203.0507976502,85516.328953658,2109.23739030141,66.8619595903921,42.7624016870428,11.5064876379013,5981.06660403462,215.216112093057,200.111342603735,17919.2736885455,842.486572271683,317.236144965531,2814.79017652028,1757.4256008449,34932.6537099135,817.773733703311,108853.211949207,83.1652820857099,138.300450108254,2187.04270136039,133782.335836298,123.705194678467,241.246184896377,25805.6123998748,10554.1566610914,236.079576869014,13.3531674036892,60.5442187664506,10040.6450850799,724.297590394645,25.7480422632932,1051.68941348172,1.67583942020198,374.278648681355,508.586244282356,1607.95971234338,1969.46442308039,322.958065237113,814.418242346096,549.476746114994,71.1750536588328,1510.82086609577,244.953890200515,80.999715376594,143.66327418616,584.843853778873,90.4407236523678,100.531815258364,73.4464612582291,32.5570154578613,1701.83978028861,50.7755434402814,25.867314866868,1293.16667365621,68.182939086238,63144.4807158778,2158.14746835426,156.659368285576,9860.98983120751,913.367133470438,1016.11057013261,112.330762745566,247.608348974897,1197.62967757723,760.388758169955,171.27156216955,22174.0880838761,4318.49161262394,2076.52835693217,166.897420635094,1490.48363648998,2548.10843042331,268955.674994757,56.3066004731144,2539.36277490404,0,313.274833842526,2099.8981948085,22.4058396302945,114.116608352268,1.70693779773609,946.009628882266,1258.32016129743,808.21075513916,1276.05035029264,3540.77903639249,644.310782339402,37.5700011177861,44.4086631064978,2981.27685917993,1383.94143324178,4790.54263511064,651.644925881426,110113.542677697,143.978761970458,74.3786241794187,32608.555738015,807.642653546088,110175.005780733,1607.48138812362,615.746931098441,2797.29221710914,10028.3029974168,1357.2735747394,78.5687425063142,164.070093933953
"2",92556.7525644103,135765.378664237,153239.416275205,1444333.95912004,142209680.983199,134707.088860109,23013.8703773889,2537135.49231634,567840.493401747,46080.5904140624,2177876.51271867,2454482.66733497,51415.115157072,6226.64806864645,3181168.03933905,122553.025577269,20286.9737697499,1427439.79165611,219964.316946656,98199.7128894555,22880.3127973563,276662.173538293,1096224.46077844,7312.64884168268,61358.4662422908,4819809.27387246,38224.49872557,1426.30435278445,19332.7828502857,119818.548837874,3553966.88751478,9743903.95113266,1603928.49051003,8054210.2688436,86119.2732115663,76610.5413595959,93482.4081296122,33021.8625899603,1215298.73075013,291589.23936069,209524.072226944,198474.587168365,1099328.01939459,43307466.537817,12640.5402737839,0,1997162.33011885,399972.029726686,618247.536956961,305815.910141347,699894.710094549,8101.8162415293,5904534.36212375,233650.015564092,31425.7636076648,31787466.3636093,13948587.4964315,1123393.69148037,8791492.55704113,54893.9040777441,65075.3047521675,42228.860063918,59380.7242525704,5070.31173215752,1253351.99593121,153898.575240172,137917.075351116,2941136.4247471,539761.693959319,25522.7540067657,1087220.10077175,1881137.77739551,3209671.52533247,387657.788681742,1034413.51351239,614766.887046799,109748.676545247,374195.758181559,15358377.6746117,41423.6334651348,145609.14844548,12670398.0329196,705869.958394646,219422.341896967,20174.1976633666,76430.5622893429,5236925.82795387,356126.255444057,41263.1317881119,247685.879355007,640.587471771368,136832.702051042,851242.294006246,385619.685223796,108962.509518033,738531.553736978,453246.295871423,144629.676452298,95363.3726836964,2288524.76397548,93723.3254463018,57647.9309237841,70011.1236250667,221813.933605034,23759.6943651034,85947.2565160043,52311.0626041453,23453.3974142913,576957.275574495,22299.2601899883,162923.719607478,2771659.25544797,60085.4483017263,4168095.45034855,1541331.02138005,72678.9641437399,1180994.16591521,73512.6800179309,105222520.047567,25914.4519454595,98155.0933307817,513875.941888088,611136.800685387,63658.3704385822,10361164.3211544,87021.9276274616,1606832.94500856,84270.6046772938,88807.7816518246,638867.252071839,20194452.6300531,8388.58407009384,2924793.25612059,0,145873.309971227,1333796.57112124,6976.83824264133,136402.308474254,1032.1045727988,170343.89196694,25703.3234694213,381735.887809045,296601.881718905,2367705.99834617,153041.264737554,13611.1452880307,44919.8932765285,4989524.36292902,478532.386791735,168328.996026864,1278856.78229033,10983144.6576074,84721.9005289956,50969.8102394575,9976992.20765792,105626.38411418,25496134.1034458,1705983.62271354,804757.35081425,1512974.86143121,238912.240024966,1659062.44414736,37073.1079724816,70568.7247327212
"3",5356.99099361337,953.213874451913,2681.66952068196,10606.1215525575,540.66388807801,1385.17194679133,4256467.51653642,13124.498497027,5416.28768728372,1023.47602106389,17534.7810226393,94685.7765892893,1824.74175885052,80.6198557258863,83892.7152419317,402.700993390354,639.939705007659,948.025597351786,15668.2114923464,1453.81394274386,202.066587507678,27813.7997728411,10493.0700809143,83.1497123504027,424.470578763214,28209.1933714667,454.323397418982,7.28898291500475,124.200970238947,86.3264963031219,18458.2109191174,57080.2274491838,3569.26281897752,19814.6341791796,2152.91547345153,1063.58249824148,346.921638909038,355.522507298328,6611.39966056016,564.386156893893,1100.08759436067,2672.78791659828,24854.421939792,649518.040788659,80.2422658258461,0,29341.533216099,3525.84147785803,10916.5528991452,2596.01766244259,20749.2625258113,309.050505763557,131837.539284182,1508.96035818914,804.878128948832,30255.1341067535,334170.422495467,367.936931697653,111144.478619054,975.427579592517,837.376162089385,1344.27297656021,190.210076504673,55.0017784014381,333693.230062653,430.614865108491,366.946737013937,26018.3102584568,31262.430032951,89.9903721093121,35260.9916991357,8418.415440488,7964.73696842781,5562.2497622882,8706.13228949644,1600.67108184848,881.563578607438,11104.7889408833,3117015.20422095,1216.05377106897,2885.9933558244,135732.179319218,7492.49861545865,599.046940395769,21.3433342903345,711.195644905082,37281.9450922145,8063.82458637385,113.253764220214,6753.62082667143,8.45667121758023,5331.65421424698,1653.39331512354,2480.94413727767,3034.95313190445,573.689902206578,6110.03837500955,1557.57422203424,223.869870295935,5839.60365375442,22684.9852812606,327.407725181943,1634.65110783821,862.100633282814,1342.80756203863,231.474799859771,486.984669513797,81.4635297055196,6053.39704167147,154.86638072488,267.167649882954,52881.6129453863,224.445969249644,82726.6856618622,20564.8369293651,417.037729201796,3375.10282182972,1066.95348114396,2320.78756918415,961.717575619786,1625.13436780429,2440.26590963233,5003.57129954774,251.323428706163,17734.2759295095,32.4665041398011,16341.3857707591,2340.62019028001,5670.31702719797,32888.5296122214,117658.179007046,60.2987254811933,30256.3954796365,0,2761.39631611209,7994.19853092895,92.1702192651099,428.018003381906,9.07137222674235,6002.05272177565,420.147599545192,16060.363328817,11708.9482345544,36184.5667647002,2862.17402237261,153.605321660523,363.996397951912,9327.61866680566,678.217043833352,1180.31095324955,6347.39111058174,1315790.1088542,375.20318028953,266.839429951214,17055.8157375088,6755.95732644951,248782.772723992,3105.83976889651,5582.45439552562,3986.13522469476,2362.11548496895,7631.99646989241,169.064981810417,507.083975187963
"4",13147.7386675719,6045.13503724559,16380.4890857118,12597.1800285985,16360.9458999306,19697.3000809038,3334.86203321499,7042423.91766933,36398.5276884403,4838.31819168797,380217.201528987,105906.41495005,5940.08649319039,1335.89264346743,272333.296692766,5003.34525627143,4048.85360382604,38543.7593659106,19739.1679938247,14014.1788848817,3117.44127930268,7279.28761500089,33591.8314291078,347.971095536306,1712.86774257351,607747.625559166,2874.76898895996,173.86381209697,1177.77191586191,938.228558665881,152677.125518695,177489.44372209,20722.7180761709,279816.973977214,14374.0391558545,15549.586672619,15895.8611461869,7300.48652964839,22330.1383969635,5007.4086901726,33180.8755856251,10304.2837171953,27569.2426457652,952683.263994455,3000.06722769244,0,58292.5083027065,5026.64792516558,79431579.9628013,9356.76153188387,127031.995160597,4516.57217896073,1017446.66914899,2581.50453392501,5451.29584464403,33538.7838612497,1623399.91735408,18042.2494757094,658907.168209684,2734.41014599375,9079.71099057797,7525.08135733992,15152.5913912365,804.240880063599,141106.918386737,2856.26486814403,8492.28348165749,111396.024861289,19441.4117179611,624.50583600031,20441.8122573244,99305.5809541206,480027.729882619,31558.2662308894,178223.435166374,34711.416971412,9360.42009155619,33633.1358782578,1810486.91014194,1376.87214229688,104539.189288034,490993.337124817,21093.5319308438,118880.943070417,89.132158806295,2001.41572654797,1277885.83888784,78777.8562419568,1282.10757288886,28694.8351233889,259.840597185142,115209.95870072,43853.3705005228,3764.01845461544,10255.2531705053,2012.41267574157,504281.657168035,2198.22322873165,8180.27313568019,90044.3783622731,4593.77313901776,8055.86066474635,39164.8428001415,10581.4504984435,896.276041528442,11964.5851437769,18339.9491172246,3298.60131758901,122505.162364177,1851.0488763867,10369.0622599998,391141.681492833,1030.57725848056,306997.189041747,76578.5781971442,15267.945475696,48166.6801504213,44248.9493459798,54334.442541448,2903.70263452767,4181.69231755224,9867.29887427626,166218.747647299,2526.02213017191,60188.0821005248,243.119759792653,325368.527154855,7290.88144239574,23881.1257118873,36244.0481495282,558596.694273139,2201.34672667768,193037.192260876,0,24624.6757850278,111778.393468338,3034.79550180171,2091.64768139316,821.66282648442,3249.62695446117,8849.44632046063,8196.40079255744,20768.6414074014,90805.9197509434,53169.4495353439,3468.72313500782,3965.58362551398,603261.059959586,21188.8526979247,8056.84973574854,495260.426443257,764449.873239065,21504.7843231801,8905.24687352855,80019.9943145842,6086.50406341453,1717854.07581077,12338.7476655482,10653.8532678957,13344.8304482183,37273.5201633048,91760.2822564608,18222.8821297398,9084.31689693431
"5",5010.71246098262,1240.61450513866,10304.0981642498,3064.86530060176,638.84555507021,4129290.00841213,402.332427857021,60101.2286199582,18260.8194648626,303.335263639578,56082.0406019948,21966.4919213718,705.023310203783,242.646090833333,92755.678453966,1185.07274407361,960.551575187164,9032.96597613567,1175.9838178872,1295.243844423,27892.5814854568,486.62841945369,1278.21490418034,143.702230673968,2055.78160677735,91217.4260870134,2120.17314801979,405.935233980808,1821.71014117344,244.299264303743,541531.778078816,48645.5346257967,279266.059620589,4631179.30598335,2630.15934993556,1548.1032266346,11815.6054219419,28776.2389115366,40215.5214640056,2189.02324442268,4661.92786200261,2333.28259513744,4942.68653479051,254143.91736472,263.451853115647,0,27955.4800105205,2381.6732807614,7268.37889475611,7301.92713226779,8799.04890373838,351.483868408485,550489.882149618,739.862779348068,1366.49642975596,13910.6118222586,472642.78225035,4217.17450032452,186327.727530971,366.67968024813,1686.23814561745,857.940959019604,784.140404353765,217.667845650912,12015.8303000885,3033.46380182036,1335.49436357997,138263.72670826,2236.99150436077,434.415514299534,3635.61138857642,193422.808830506,1471832.07803255,8563.37236529013,11056.4257732788,629.943212451548,884.275435308536,149852.40186886,342354.923395893,1512.40285703773,1959.36978808001,591694.817286767,3628.83909271526,2745.73455852906,38.6184800432281,1020.05660690171,159802.625044978,5958.38708352542,613.74495610685,3135.59274399716,23.9345071309269,2421.75701007778,5996.79248011172,770.400124832159,3763.91136652718,594.508321163317,5356.5234968187,397.183683876277,901.772290254965,27984.2232245558,413.974826814193,707.833913404632,1034.98425919742,8225.16690171738,590.689725715334,2233.56581991917,545.354207890874,771.227698306935,140666.23646198,8217.1697290812,381.841868364116,8788.15036078167,1009.1940351513,211143.114053875,29980.5744263727,2704.24902271718,9941.81603021532,2212.49211042639,10086.5831147406,4066.45659308625,19418.8664115974,77709.7546763234,13609.6672669246,1425.52482004687,8976.50467547042,548.803082260845,385669.803140111,2485.388463972,2305.55224992936,5510.88385368214,44104.9084991359,251.850182728382,18967.2615894889,0,1360.38842320884,75280.1739747036,584.610902760599,1992.15501289499,17.4550521810109,1122.93232026594,426.311081709073,1589.41565365808,2054.93620595569,99502.0799914158,2679.62149598557,891.441753048757,1060.18913647916,79300.2914448672,1616.70997467772,1235.69550057797,2448.74732932861,15255.6392214291,1914.4904702622,1032.52280236408,4929.89858948635,3115.88520624576,2617185.00233653,2308.5771340852,9112.71136936928,8690.96655561934,1431.8156169098,400535.013286397,1850.42772996183,3052.28842813891
"6",9661.70022079609,6076.00639595361,22.4371293268561,11.100991177501,2.48882553091163,15.4454019441119,8.24387929750047,43.8886739963416,45.6437003890638,4.13553835275359,276.717848198388,598.621238871665,11.0523415418427,3.40930035463296,284.028246094407,2.53135068166139,2.26786591963972,11.1842875181892,32.8390310193789,3.23568804096809,27.516967316397,60.7915820865459,73.3213823601616,34.7166526685818,3.11976767384026,486.557810844255,4.51163459473542,0.0881379806503843,1.94111071323673,8.65259191617501,794.980375170247,277.809702530369,92.6578892528449,226.942557839525,15.934692254174,25.8264632389901,5.67535041872628,3.39918423188948,158.310438947889,22.9027163154696,23.0476479981307,19.9648090152452,89.1415919714741,2747.81724987006,0.436978885811642,0,436.849399194469,193.353176419955,37.9158721393266,27.3077878249893,37.9844990244925,0.986442804902914,526.36524794165,6.83645720520066,5.77735909769138,66.927698449023,2234.15746099187,3.91659766620537,1968.76856601828,44.0317765660056,8.662425441418,2.98977502433582,2.31170434144687,0.503028671716288,207.756744108915,21.6213501672749,12.078690245131,102.035462857222,52.6601973620112,15.7398937824353,185.007533512721,190.71895621889,123.535452680028,69.5991268315327,37.5545846693658,4.0326727874366,17.8469490382175,269.598022232164,1135.32347981103,351.193871645759,14.1744850652264,836.939116845255,63.7714770354915,8.31918676927248,49.9323397899073,2.02242807959647,237.728140856633,28.8891506419054,0.884265916559934,36.4187224259866,0.0910466010572392,24.4647257493693,15.5264178938337,12.2446015524324,19.8392760205813,6.03466425774421,31.1273900199831,34.7615362272401,1.91983216607389,198.970485008747,15.5994005405535,2.74917800797817,16.231712214246,5.43038319439128,3.41951513730248,5.408578860431,3.67925982078174,3.31971447328291,329.860868804786,2.83265751664333,1.08506997265738,156.24781717929,8.30770329780814,345.063975709751,358.082683629794,4.45361400864999,27.3544055044942,5.90538770598948,24.9953283462727,9.51319705229837,83.47212515172,27.0631259924194,114.704787789771,6.06852915183967,229.234371212111,0.475033596747398,133.683306668663,7.92417497744057,8.51541946963785,212.254098329502,1438.78136547009,1.88717494355292,407.496725936024,0,7.18996242120716,89.6539404945583,1.08315456099117,12.5935066795785,0.0517175561330716,8939.80933209949,190.06900829394,45.8175604531775,118.44344373742,179.486556158405,18.5287679498819,1.46378948043355,1.28360778437704,157.675335792972,8.28840059372888,9.98373951793295,15.5495319445601,10347.3036433285,460.798155639148,5.29920351314651,130.470139525143,11.7978179888083,5431.85727070838,34.5320305060574,1413.06767576794,18.3964565902387,30.8004873735104,95.5384188653266,5.61151557849211,7.29006091827441
"7",205205.231522607,63548.9986074352,215327.130050362,1783061.54747473,90879.7274483247,133779.318027217,50870.1025885937,1090005.49984176,279967546.763457,88234.3687416672,3967642.35504939,1058637.23914063,184416.631196821,5967.15288073568,1469844.26488647,128681.076746831,47701.3586510087,924988.41607554,153016.089442809,30107.2575359627,43055.8185453063,28393.4897990881,419585.408064224,10352.5916237954,976029.009330745,36786075.1755147,35800.2570649814,1127.78072083552,33102.4589396892,51158.4160797497,3039761.57428127,1505488.03415938,6558683.91913727,19431803.9397498,97934.3705541751,43352.15372307,81222.4164729595,30888.4887812145,1631080.76025271,271220.047456442,447977.322713594,109785.460130765,354547.549588599,13657391.8417553,10629.9250172141,0,875614.103668253,572463.694640281,689613.783524509,305966.607157498,1097143.21739664,7473.99918628084,7035685.93471817,64204.8667988421,112611.11531006,467911.63095867,7168341.88285525,24831.8585110963,5700618.23661676,91609.8400148644,63303.4041587166,78072.8531377676,40648.8469887635,2977.83482332271,887768.558206884,191324.047686064,92532.6955684488,8083440.92956167,147387.629175998,46058.6357455567,282302.523235189,2216621.57587143,2912912.37202813,252511.98829752,3435707.43432768,260868.445700395,31131.8954279582,573947.326242883,12945477.960647,70318.8825298413,100356.539737445,10505485.3123523,217228.200659031,102330.518356397,18021.5624222545,55106.2437894208,2440913.96475373,223830.077222164,29679.1050324446,235875.891901878,3422.31108763488,101053.644621053,246705.050994388,96435.6672500139,72227.386602475,40444.6614043187,597039.718811293,48127.8036124558,52723.1087774717,1677769.97730145,45247.1935458049,105012.012242311,50599.4015396465,143365.968942692,16237.8672052305,65235.1724839716,26976.7159073539,54583.1167040347,1647132.02837831,26623.188770949,64059.1471708606,244710.718702157,53568.5479351375,4144405.83591124,762892.859384381,52065.1725956265,678752.307165662,89711.279767985,522364.270244906,36510.9627137693,157092.366576052,2060289.51481259,825871.493631824,85610.7192730333,928602.930769789,53257.0026656354,2220724.10267082,5043945.296367,53161.6020196081,317570.129365729,6131765.03600448,9746.03237216744,1001904.58576071,0,255615.551626013,1334172.6418805,9928.89676955296,216361.221721209,494.340771399857,93792.9264476533,18149.1829488805,137169.04351245,217169.491474511,932460.677857378,99397.5189835615,22732.8562269913,46418.083270531,3556235.66101609,77974.1695504103,49711.2058176271,254015.518727641,2212387.14215226,55813.5253689638,109949.951646548,803119.271728848,1790601.31108477,35961102.0618944,137631.35800273,1883779.91113651,875313.643904661,131093.000009417,1307311.55752936,116493.153554225,100078.201307655
"8",540107.874091061,377998.232063958,1365234.66294965,42058372.7950612,584807.696763624,586492.201180262,92763.6835297157,6720319.88100951,3322603.5768403,77833.6112515043,476949001.893748,7120934.80827103,165216.862902499,51118.1265889012,9365717.43019748,1312396.5959746,162363.474993477,8923990.20009777,601270.64616667,276624.358175627,67932.0638682048,183190.151196187,589235.435802717,76922.1975515098,143953.833228905,11705744.8981933,473284.413730812,10028.0603219374,206033.776262444,93197.1169692362,14193586.0030037,6645217.98941307,3094582.86560212,69480747.3833399,448236.023397247,351307.437414178,571762.005642859,350546.179016106,3634636.07882938,650753.199788404,664244.358308269,656865.416031454,2140916.90788128,73209545.4609892,97392.8116504303,0,5061395.68678365,1004796.97619421,2468324.43047535,654942.284001138,6158223.55380978,64362.1081246444,27666216.7542035,177889.301046749,200086.880237436,2305162.85246396,40684338.1897111,241872.767866998,49482201.1484075,161360.383312122,436986.795771044,499759.775119124,383662.374042226,10752.5616225674,3467712.75617695,1146146.1382835,577376.221735903,37717121.5123856,1252277.26162798,286634.273059259,1680610.16743984,75656209.2263394,12488310.3859555,1480723.10622615,3323279.79856044,384600.637779332,194989.589982068,3564440.2692981,62748104.7727998,393065.864107435,863213.751350593,371720502.457347,618506.45169729,1004165.40922227,16662.3562431583,480716.716029523,97653929.0684883,2586911.27870963,390653.290152696,1185488.99260382,5495.75245120435,897500.64593877,6779890.20684631,686350.319384002,304255.29486953,207672.60959236,1373775.07222967,118295.173824269,569980.524795973,5323785.77689206,356086.10976667,386247.879171846,205186.629476897,1131652.90855708,140802.252132098,416891.260387043,279501.145429881,167927.868815443,10304692.3391381,279339.450216581,201907.923705116,1129440.87923045,401731.064238608,19277968.3692632,2904739.37717495,638366.067727838,21531855.9948956,547790.155834861,5206389.53580827,234869.951510725,1315226.62109964,1362385.20063027,13404592.3485173,3727911.29032697,4759475.70147074,257733.21003543,3738323.83564959,462274.48186481,571878.420388555,1748816.61023857,11804687.7237861,52344.2234761084,19619431.0582268,0,608710.677403214,23342018.4695738,438251.151042989,1242731.98139038,15088.9186907573,754827.771931581,94843.481270122,660679.672440058,3098398.45772898,4859029.61073889,874881.059889777,51987.6668145089,517381.820690686,39659750.0869398,200535.153506464,124424.710903525,1037124.93366124,15479551.2435658,549022.110290805,245619.036923553,2111504.06198473,623507.295760845,213036911.040456,362039.551393067,1706600.28039065,9566448.31660048,1252516.54049253,12962547.3371937,338188.787373226,821076.777015776
"9",3457.27473820862,3715.69123534521,1749.46595678236,23513.3710007108,3079.94887231332,1371.79580505665,2403.12726490736,13507.3674578911,6961.41875786238,1716.37298667944,18229.3609631906,3380853.31794625,611.780623597762,120.859670839412,80055.4229233399,1609.0812622096,947.201503854919,8354.27246334727,15014.1660192619,982.683852996584,468.255660251747,14421.7207911642,4662.18289467528,456.379151128211,506.758202571474,39520.2498530241,406.941833799147,26.2564990038529,7634.50871059512,7838.39728075106,23414.5811580201,146762.773942952,5301.05839627301,50618.8771608854,9063.02707400227,1753.33885436456,2707.68521793852,820.286456608614,24959.9074849786,2704.56558672228,4499.52139636106,4502.96675187664,148331.74485191,1469643.34852807,70.4712667286438,0,37728.4748490242,5480.91643315969,11251.8756244264,2344.09980465344,16092.6339808675,205.181653862826,84300.4297628894,2005.21813542923,1067.41716838961,18630.3273550925,186052.694468994,951.945430334219,110865.914137908,578.613358853526,8088.62932357851,2045.47554797416,447.108845655069,42.7146934322811,51641.620964299,6383.4945277745,1045.20004116972,22832.6191045389,88539.6597990126,4699.22655631846,116473.93096768,15316.8210471445,33223.7316678869,7191.07342430586,16229.2963546087,894.005042168769,1075.98795002926,15626.5792945821,737935.139561905,1717.28570300571,2360.09238799186,143969.29568282,3948.20949232009,2364.49457101035,26.4757121910154,555.214796784293,72373.6407301529,4500.0053997086,162.544642442733,25465.1463486265,563.778746712144,4467.62406683802,2518.04295104537,4807.6225122226,3965.52958820669,1517.47296109768,7151.74408872983,3103.08207512875,592.297398328908,47259.5913462252,4533.11313326424,1724.1053071037,1225.73223663288,1254.59868395711,263.826003446838,1697.92429373434,404.800203779084,2422.10220211656,13427.9939209592,349.077922150422,1845.24889268489,70159.5292879605,2859.56172288867,111457.117773297,27190.1649642363,723.869840410696,3839.04918533032,1381.88072347476,9472.66450521943,791.413253806834,912.87131426236,3230.76315847634,9117.04147043222,352.277150752419,51639.8280804009,299.874164487472,25432.1115821502,4148.50325067486,1195.93098811749,44565.8083904516,96646.467450765,149.57929078146,20779.0670273471,0,4418.30630897319,8685.94435177925,4686.91157574347,7570.5970972936,7.94559419326783,5895.15955901383,1333.25572519853,38047.9611617429,148167.711049432,32126.567127641,3393.11876566246,424.63213677828,4350.58936671997,19530.4775666596,721.496525632029,803.039324110331,4677.24469311439,106706.017157479,1043.50768704943,799.879194128508,32823.6543825261,8592.90626002747,216439.846989927,1780.11828143705,5610.92517911074,3711.06612495476,33114.6782669982,15339.1366773552,1178.64738889605,2801.4185906014
"10",917.223430170412,241.467449338749,301.952542677235,276.628161619729,2.02919073449415,27.911702209814,3.07403320455686,51.9812259679469,415.473888489165,2.73538437466691,938.90161061252,176.728962090277,4.37339801195367,2.2906854226452,344.342342976969,9.58971603705684,11.9321319355178,19.5804237522888,13.6931140954081,3.71490145697637,17303.5370630478,11.2138677241047,21.0017782808421,27.2067244630649,129.263654454905,6129.73982949591,6.8045979452529,0.167152963445782,3.94629132093436,6.42974544510844,1736.65097135829,1249.82839555014,256.770947987957,1123.21300345204,543.589529501438,142.360850321479,6.66119562093946,13.094655876509,222.893796008596,251.381374540192,201.801001588975,14.3399065241498,64.3363345505164,6118.66085217632,0.450642389941624,0,120.203229738027,154.721196763739,31.6962948741719,212.270054859293,51.7828484055206,0.839859332186846,899.404285359311,7.13019960055578,4.27647272648936,108.696211639955,1957.05702258298,13.9257168451983,2074.83057588678,9.15110259058234,420.368591572824,7.21120268293577,2.39579213933407,1.79543416019277,613.487781575592,1017.82776366796,332.000710781043,349.334424773847,299.753956747114,39.864751763436,38.2933760617659,148.356129299082,415.155992222037,81.2760860124636,35.6054520999677,1.64918910483393,14.7855151899807,380.523076466432,2186.44000896852,788.02586609122,15.1539699908085,1322.50613208733,170.620271284535,13.3519949256166,6.60989500159943,2.19678244989083,498.209182977311,26.1625116458896,1.08160616919759,15.0033392357987,0.178659151028191,10.1964831761193,103.915724148642,15.7876296942448,19.9288102940669,5.84014626689901,94.7561623857056,5.71997294981059,5.60582290692718,4474.03415272181,4.9984097603401,10.6406059064656,15.8139002099675,8.35956237034935,1.20347323998896,28.7986187984173,3.11367135309934,2.14213389850571,235.921084207805,36.2278919455846,3.51116109634472,178.231016004025,73.1059261165459,413.685919507109,173.616611602582,3.20742481169982,205.928713149579,8.99220247605029,46.8748612489171,14.9206800969365,121.524048016622,226.740819745923,183.688326282241,8.67002064643032,204.465263233591,1.92660765691924,114.25095903918,156.364573946814,34.4703708617503,43.5083689995083,452.040966299437,2.22921448818489,126.564273184622,0,13.1679828941268,184.708967762433,1.73221223012962,363.137377168282,0.0227560632442864,318.519385607601,31.8960064145151,25.3075088678038,29.7520358165168,723.730323050255,13.485232588078,5.76814155302699,7.22931552857631,173.909228404557,3.05029192873622,4.97039273894217,18.0557368507729,156.347607124266,22.064411141518,5.4908636372585,341.974323412345,677.969469237746,14264.1275383237,10.5094489757425,168.989808475311,20.8738677403718,9.17169490510484,177.724056459163,6.85470404912175,11.8908592689755
